"Omschrijving";"Aankomst";"St.";"Cap.";"Bruto acc.";"Aant.";"Omzet";"Inkoop acc.";"Bijk.k.";"Skipas";"Huurmat.";"Skiles";"Catering";"Vervoer";"Verz.";"Korting";"Overig";"Inkoop tot.";"Marge";"Marge %";"Betaald"
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;2;742,00;0;0,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;3;903,00;0;0,00;713,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;3;903,00;0;0,00;713,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;3;903,00;0;0,00;713,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;3;903,00;0;0,00;713,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;3;903,00;0;0,00;713,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;3;903,00;0;0,00;713,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;3;903,00;0;0,00;713,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;3;903,00;0;0,00;713,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;3;903,00;0;0,00;713,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;3;903,00;0;0,00;713,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";29-06-2013;1;12;1295,00;0;0,00;850,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";29-06-2013;1;18;1495,00;0;0,00;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";13-07-2013;1;12;1495,00;0;0,00;1100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";13-07-2013;1;18;1695,00;0;0,00;1200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";01-06-2013;1;12;1095,00;0;0,00;750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";29-06-2013;1;12;1295,00;0;0,00;850,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";29-06-2013;1;18;1495,00;0;0,00;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"garantie";13-07-2013;1;12;1495,00;0;0,00;1100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
"Z12075183";15-06-2013;1;2;441,00;2;492,57;352,80;0,00;0,00;0,00;0,00;0,00;0,00;20,05;0,00;0,00;372,85;119,72;24,31;0,00
"Z12085219";03-08-2013;1;9;1950,00;10;1814,00;1560,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1560,00;254,00;14,00;0,00
"I12095206";27-04-2013;1;6;1185,00;4;1205,00;948,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;948,00;257,00;21,33;0,00
"I12095267";27-04-2013;1;4;585,00;4;605,00;468,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;468,00;137,00;22,64;0,00
"Z12095424";13-07-2013;1;4;1980,00;3;2000,00;1584,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1584,00;416,00;20,80;0,00
"Z12105068";01-06-2013;1;12;1099,00;12;1105,00;879,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;879,20;225,80;20,43;0,00
"Z12105069";01-06-2013;1;12;1099,00;12;1105,00;879,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;879,20;225,80;20,43;0,00
"Z12105070";01-06-2013;1;16;1399,00;16;1415,00;1119,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1119,20;295,80;20,90;0,00
"Z12105071";01-06-2013;1;16;1399,00;14;1415,00;1119,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1119,20;295,80;20,90;0,00
"Z12105080";01-06-2013;1;6;436,00;6;615,00;436,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;436,00;179,00;29,11;0,00
"Z12105109";01-06-2013;1;14;1063,00;14;1345,00;1063,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1063,00;282,00;20,97;0,00
"Z12105125";01-06-2013;1;4;360,00;2;501,00;360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;141,00;28,14;0,00
"Z12105126";01-06-2013;1;4;360,00;2;502,00;360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;142,00;28,29;0,00
"Z12105127";01-06-2013;1;4;360,00;2;501,00;360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;141,00;28,14;0,00
"Z12105151";01-06-2013;1;16;1399,00;16;1405,00;1119,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1119,20;285,80;20,34;0,00
"Z12105152";01-06-2013;1;12;1199,00;12;1205,00;959,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;959,20;245,80;20,40;0,00
"Z12105154";01-06-2013;1;16;1599,00;16;1605,00;1279,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1279,20;325,80;20,30;0,00
"Z12105155";01-06-2013;1;12;1099,00;12;1105,00;879,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;879,20;225,80;20,43;0,00
"Z12105185";10-08-2013;1;6;2100,00;6;1952,00;1680,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1680,00;272,00;13,93;0,00
"Z12105230";01-06-2013;1;12;1099,00;12;1105,00;879,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;879,20;225,80;20,43;0,00
"Z12105231";01-06-2013;1;10;1099,00;10;1105,00;879,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;879,20;225,80;20,43;0,00
"Z12105298";01-06-2013;1;12;1095,00;12;1145,00;750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;750,00;395,00;34,50;0,00
"Z12105299";01-06-2013;1;18;1295,00;18;1336,50;850,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;850,00;486,50;36,40;0,00
"Z12105300";01-06-2013;1;18;1295,00;18;1356,50;850,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;850,00;506,50;37,34;0,00
"Z12105324";01-06-2013;1;14;1260,00;12;1280,00;1008,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1008,00;272,00;21,25;0,00
"Z12105347";04-05-2013;1;8;478,00;4;527,25;406,30;0,00;0,00;0,00;0,00;0,00;0,00;19,85;0,00;0,00;426,15;101,10;19,17;0,00
"Z12105394";01-06-2013;1;6;436,00;6;600,00;436,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;436,00;164,00;27,33;0,00
"Z12105395";01-06-2013;1;6;436,00;6;600,00;436,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;436,00;164,00;27,33;0,00
"Z12105396";01-06-2013;1;6;506,20;6;700,00;506,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;506,20;193,80;27,69;0,00
"Z12105397";01-06-2013;1;6;506,20;6;700,00;506,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;506,20;193,80;27,69;0,00
"Z12105438";01-06-2013;1;8;0,00;7;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"I12105446";15-06-2013;1;4;525,00;4;420,00;420,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;0,00;0,00
"I12105449";15-06-2013;1;6;770,00;6;616,00;616,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;616,00;0,00;0,00;0,00
"I12105450";15-06-2013;1;7;1540,00;7;1232,00;1232,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1232,00;0,00;0,00;0,00
"Z12105464";01-06-2013;1;12;1090,00;12;1135,00;872,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;872,00;263,00;23,17;0,00
"Z12105465";01-06-2013;1;12;1090,00;12;1135,00;872,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;872,00;263,00;23,17;0,00
"I12105496";17-08-2013;1;4;545,00;4;577,74;436,00;0,00;0,00;0,00;0,00;0,00;0,00;7,25;0,00;0,00;443,25;134,49;23,28;0,00
"Z12105507";01-06-2013;1;6;390,00;6;477,74;312,00;0,00;0,00;0,00;0,00;0,00;0,00;45,16;0,00;0,00;357,16;120,58;25,24;0,00
"Z12105519";01-06-2013;1;6;436,00;6;615,00;436,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;436,00;179,00;29,11;0,00
"Z12105544";01-06-2013;1;5;404,00;5;570,00;404,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;404,00;166,00;29,12;0,00
"I12105566";10-08-2013;1;4;720,00;4;740,00;612,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;612,00;128,00;17,30;0,00
"Z12105570";01-06-2013;1;6;436,00;6;615,00;436,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;436,00;179,00;29,11;0,00
"Z12105586";13-07-2013;1;18;1695,00;14;1579,40;1200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1200,00;379,40;24,02;0,00
"Z12105591";25-05-2013;1;8;1758,00;8;1624,60;1406,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1406,40;218,20;13,43;0,00
"Z12105592";25-05-2013;1;6;1407,00;6;1302,60;1125,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1125,60;177,00;13,59;0,00
"Z12105605";01-06-2013;1;4;360,00;2;395,00;360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;35,00;8,86;0,00
"Z12115002";01-06-2013;1;5;404,00;5;570,00;404,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;404,00;166,00;29,12;0,00
"Z12115032";03-06-2013;1;2;530,00;2;523,50;461,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;461,10;62,40;11,92;0,00
"Z12115033";03-06-2013;1;2;530,00;2;503,50;461,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;461,10;42,40;8,42;0,00
"Z12115034";03-06-2013;1;2;530,00;2;503,50;461,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;461,10;42,40;8,42;0,00
"Z12115035";03-06-2013;1;2;530,00;2;503,50;461,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;461,10;42,40;8,42;0,00
"Z12115036";03-06-2013;1;2;530,00;2;503,50;461,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;461,10;42,40;8,42;0,00
"Z12115037";03-06-2013;1;2;530,00;2;503,50;461,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;461,10;42,40;8,42;0,00
"Z12115064";03-06-2013;1;2;424,00;2;444,00;368,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;368,88;75,12;16,92;0,00
"I12115065";06-07-2013;1;4;544,00;4;535,00;466,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;466,26;68,74;12,85;0,00
"Z12115075";01-06-2013;1;2;267,00;2;370,00;267,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;267,00;103,00;27,84;0,00
"Z12115076";01-06-2013;1;5;404,00;5;570,00;404,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;404,00;166,00;29,12;0,00
"Z12115080";01-06-2013;1;6;655,00;6;628,90;524,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;524,00;104,90;16,68;0,00
"Z12115081";01-06-2013;1;6;655,00;6;628,90;524,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;524,00;104,90;16,68;0,00
"Z12115082";01-06-2013;1;6;655,00;6;628,95;524,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;524,00;104,95;16,69;0,00
"I12115086";20-07-2013;1;6;2170,00;4;1973,00;1736,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1736,00;237,00;12,01;0,00
"Z12115102";01-06-2013;1;24;2015,00;20;2035,00;1612,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1612,00;423,00;20,79;0,00
"Z12115109";01-06-2013;1;2;267,00;2;370,00;267,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;267,00;103,00;27,84;0,00
"I12115126";13-07-2013;1;4;2412,00;4;2420,00;1929,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1929,60;490,40;20,26;0,00
"Z12115129";01-06-2013;1;15;1150,00;10;1455,00;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1150,00;305,00;20,96;0,00
"Z12115130";01-06-2013;1;14;978,00;14;1343,79;978,00;0,00;0,00;0,00;0,00;0,00;0,00;70,51;0,00;0,00;1048,51;295,28;21,97;0,00
"Z12115137";03-06-2013;1;2;530,00;2;503,50;461,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;461,10;42,40;8,42;0,00
"Z12115139";01-06-2013;1;6;655,00;5;675,00;524,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;524,00;151,00;22,37;0,00
"Z12115140";01-06-2013;1;14;1095,00;10;1411,27;1095,00;0,00;0,00;0,00;0,00;0,00;0,00;17,67;0,00;0,00;1112,67;298,60;21,16;0,00
"Z12115141";01-06-2013;1;16;1450,00;16;1460,00;1160,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1160,00;300,00;20,55;0,00
"Z12115142";01-06-2013;1;10;915,00;10;925,00;732,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;732,00;193,00;20,86;0,00
"Z12115143";01-06-2013;1;8;795,00;8;805,00;636,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;636,00;169,00;20,99;0,00
"Z12115144";01-06-2013;1;8;795,00;8;805,00;636,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;636,00;169,00;20,99;0,00
"Z12115146";01-06-2013;1;8;795,00;8;815,00;636,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;636,00;179,00;21,96;0,00
"Z12115147";01-06-2013;1;12;899,00;10;1140,00;899,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;899,00;241,00;21,14;0,00
"Z12115151";01-06-2013;1;16;1114,00;12;1436,69;1114,00;0,00;0,00;0,00;0,00;0,00;0,00;17,99;0,00;0,00;1131,99;304,70;21,21;0,00
"Z12115168";01-06-2013;1;4;360,00;4;515,00;360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;155,00;30,10;0,00
"Z12115187";01-06-2013;1;5;404,00;5;618,86;404,00;0,00;0,00;0,00;0,00;0,00;0,00;31,97;0,00;0,00;435,97;182,89;29,55;0,00
"Z12115188";01-06-2013;1;4;360,00;4;559,34;360,00;0,00;0,00;0,00;0,00;0,00;0,00;28,81;0,00;0,00;388,81;170,53;30,49;0,00
"Z12115189";01-06-2013;1;12;888,00;10;1130,00;888,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;888,00;242,00;21,42;0,00
"Z12115205";01-06-2013;1;2;267,00;2;370,00;267,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;267,00;103,00;27,84;0,00
"Z12115206";01-06-2013;1;12;888,00;10;1130,00;888,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;888,00;242,00;21,42;0,00
"Z12115209";01-06-2013;1;18;1562,00;16;1609,49;1249,60;0,00;0,00;0,00;0,00;0,00;0,00;20,15;0,00;0,00;1269,75;339,74;21,11;0,00
"Z12115210";04-06-2013;1;2;424,00;2;422,80;368,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;368,88;53,92;12,75;0,00
"Z12115217";01-06-2013;1;2;267,00;2;402,46;267,00;0,00;0,00;0,00;0,00;0,00;0,00;20,47;0,00;0,00;287,47;114,99;28,57;0,00
"Z12115219";01-06-2013;1;4;360,00;4;515,00;360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;155,00;30,10;0,00
"I12115223";14-09-2013;1;6;600,00;3;620,00;480,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;480,00;140,00;22,58;0,00
"I12115227";13-07-2013;1;6;2304,00;4;2405,00;1928,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1928,20;476,80;19,83;0,00
"Z12115238";01-06-2013;1;9;704,00;5;900,00;704,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;704,00;196,00;21,78;0,00
"Z12115241";01-06-2013;1;14;1113,00;10;1074,50;890,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;890,40;184,10;17,13;0,00
"Z12115243";01-06-2013;1;18;1562,00;18;1570,00;1249,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1249,60;320,40;20,41;0,00
"Z12115244";01-06-2013;1;14;1113,00;14;1120,00;890,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;890,40;229,60;20,50;0,00
"Z12115248";01-06-2013;1;2;267,00;2;396,68;267,00;0,00;0,00;0,00;0,00;0,00;0,00;16,02;0,00;0,00;283,02;113,66;28,65;0,00
"Z12115250";01-06-2013;1;12;1075,00;10;1293,00;1075,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1075,00;218,00;16,86;0,00
"Z12115255";01-06-2013;1;4;295,00;2;338,07;236,00;0,00;0,00;0,00;0,00;0,00;0,00;13,55;0,00;0,00;249,55;88,52;26,18;0,00
"Z12115271";01-06-2013;1;24;2126,00;24;2038,75;1700,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1700,80;337,95;16,58;0,00
"Z12115279";03-08-2013;1;8;1595,00;5;1615,00;1355,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1355,75;259,25;16,05;0,00
"Z12115286";01-06-2013;1;10;915,00;9;935,00;732,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;732,00;203,00;21,71;0,00
"I12115289";10-08-2013;1;8;1271,00;8;1290,00;1016,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1016,80;273,20;21,18;0,00
"Z12115319";01-06-2013;1;12;986,00;12;995,00;788,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;788,80;206,20;20,72;0,00
"Z12115320";01-06-2013;1;10;948,00;10;955,00;758,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;758,40;196,60;20,59;0,00
"Z12115327";01-06-2013;1;12;833,00;12;1008,00;833,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;833,00;175,00;17,36;0,00
"Z12115328";01-06-2013;1;8;735,00;8;869,25;735,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;735,00;134,25;15,44;0,00
"I12115335";06-07-2013;1;4;869,00;4;875,00;695,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;695,20;179,80;20,55;0,00
"I12115336";13-07-2013;1;6;1430,00;4;1440,00;1225,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1225,00;215,00;14,93;0,00
"Z12115355";01-06-2013;1;4;295,00;2;315,00;236,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;236,00;79,00;25,08;0,00
"Z12115356";02-06-2013;1;2;530,00;2;540,00;461,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;461,10;78,90;14,61;0,00
"Z12115357";02-06-2013;1;2;530,00;2;540,00;461,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;461,10;78,90;14,61;0,00
"Z12115389";03-06-2013;1;2;424,00;2;422,80;368,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;368,88;53,92;12,75;0,00
"Z12115390";03-06-2013;1;2;424,00;2;402,80;368,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;368,88;33,92;8,42;0,00
"Z12115391";03-06-2013;1;2;424,00;2;402,80;368,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;368,88;33,92;8,42;0,00
"Z12115392";03-06-2013;1;2;424,00;2;402,80;368,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;368,88;33,92;8,42;0,00
"Z12115393";02-06-2013;1;2;636,00;2;656,00;553,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;553,32;102,68;15,65;0,00
"Z12115394";02-06-2013;1;2;636,00;2;656,00;553,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;553,32;102,68;15,65;0,00
"Z12115395";01-06-2013;1;2;742,00;2;760,00;645,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;645,54;114,46;15,06;0,00
