"Omschrijving";"St.";"Cap.";"Bruto acc.";"Aant.";"Omzet";"Inkoop acc.";"Bijk.k.";"Skipas";"Huurmat.";"Skiles";"Catering";"Vervoer";"Verz.";"Korting";"Overig";"Inkoop tot.";"Marge";"Marge %";"Betaald"
"C108174 / 033908";1;12;2975,00;12;3193,61;2528,75;0,00;0,00;0,00;0,00;0,00;0,00;124,74;0,00;0,00;2653,49;540,12;16,91;0,00
"C108175 / 121907";1;3;222,50;2;316,76;200,25;0,00;0,00;0,00;0,00;0,00;0,00;11,83;0,00;0,00;212,08;104,68;33,05;200,25
"C108176 / 039934";1;18;3080,00;16;6020,00;2618,00;0,00;2220,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4838,00;1182,00;19,63;2618,00
"C108177 / 014933";1;12;3685,00;10;5231,00;2948,00;0,00;1379,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4327,00;904,00;17,28;0,00
"T108178 / 042901";1;6;0,00;5;963,00;0,00;0,00;922,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;922,50;40,50;4,21;0,00
"T108179 / 042902";1;6;0,00;6;1155,60;0,00;0,00;1107,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1107,00;48,60;4,21;0,00
"V108180 / 138909";1;12;2495,00;12;2515,00;1996,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1996,00;519,00;20,64;0,00
"C108181 / 048925";1;8;3850,00;8;3870,00;3157,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3157,00;713,00;18,42;0,00
"C108182 / 016909";1;6;2415,00;4;3710,00;1932,00;0,00;906,16;240,64;0,00;0,00;0,00;0,00;0,00;0,00;3078,80;631,20;17,01;0,00
"T108184 / 035909";1;10;1995,00;10;2067,40;1500,00;212,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1712,00;355,40;17,19;1500,00
"C108185 / 128902";1;10;0,00;10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"C108186 / 005912";1;6;1848,00;5;1995,00;1558,73;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1593,73;401,27;20,11;1558,73
"C108187 / 005913";1;8;2448,00;8;2706,00;2053,73;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2109,73;596,27;22,04;2053,73
"T108188 / 158915";1;20;4900,00;20;4650,50;4165,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4165,00;485,50;10,44;4165,00
"C108189 / 014934";1;10;3605,00;7;5167,50;2884,00;0,00;1357,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4241,65;925,85;17,92;2884,00
"C108190 / 109916";1;11;1950,00;11;2970,00;1050,00;84,00;0,00;685,50;0,00;0,00;0,00;0,00;0,00;0,00;1819,50;1150,50;38,74;0,00
"C108191 / 053901";1;8;946,00;7;2616,42;946,00;0,00;867,60;220,44;0,00;0,00;0,00;65,88;0,00;0,00;2099,92;516,50;19,74;946,00
"T108192 / 006919";1;12;1998,00;12;2265,50;1998,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1998,00;267,50;11,81;399,60
"C108193 / 109974";1;11;1568,00;10;2545,00;1568,00;0,00;0,00;261,00;0,00;0,00;0,00;0,00;0,00;0,00;1829,00;716,00;28,13;0,00
"C108194 / 049904";1;24;4359,00;16;8217,50;3487,20;0,00;2527,30;488,33;0,00;0,00;0,00;0,00;0,00;0,00;6502,83;1714,67;20,87;0,00
"B108195 / 014935";1;6;900,00;2;1385,00;720,00;0,00;408,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1128,00;257,00;18,56;0,00
"W108196 / 035970";1;8;770,00;4;1005,00;818,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;818,00;187,00;18,61;818,00
"C108197 / 055929";1;10;750,00;10;2011,71;600,00;0,00;769,20;0,00;0,00;0,00;0,00;75,84;0,00;0,00;1445,04;566,67;28,17;600,00
"C108198 / 109975";1;6;525,00;4;721,65;525,00;0,00;0,00;0,00;0,00;0,00;0,00;27,72;0,00;0,00;552,72;168,93;23,41;0,00
"V108199 / 221904";1;6;2150,00;4;3176,00;1720,00;0,00;874,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2594,00;582,00;18,32;0,00
"C108200 / 109976";1;6;469,00;4;655,00;445,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;445,55;209,45;31,98;0,00
"E108201 / 033909";1;10;0,00;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"C108203 / 109977";1;6;469,00;3;655,00;445,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;445,55;209,45;31,98;0,00
"C108204 / 157903";1;12;3950,00;10;5872,50;3160,00;0,00;1613,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4773,50;1099,00;18,71;0,00
"W108206 / 109978";1;10;1365,00;9;2215,00;1365,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1365,00;850,00;38,37;0,00
"C108207 / 015911";1;14;5820,00;11;7825,51;4656,00;0,00;1627,11;0,00;0,00;0,00;0,00;116,38;0,00;0,00;6399,49;1426,02;18,22;0,00
"C108208 / 049920";1;8;1375,00;8;3107,50;1100,00;0,00;1449,30;110,14;0,00;0,00;0,00;0,00;0,00;0,00;2659,44;448,06;14,42;1100,00
"C108209 / 012927";1;5;779,00;4;1552,50;623,20;0,00;398,64;178,00;0,00;0,00;0,00;0,00;0,00;0,00;1199,84;352,66;22,72;623,20
"C108210 / 039935";1;14;1350,00;10;3490,00;1147,50;0,00;1575,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2723,25;766,75;21,97;0,00
"B108211 / 025915";1;14;4809,00;13;7663,61;3268,76;0,00;2011,60;0,00;0,00;0,00;0,00;437,62;0,00;0,00;5717,98;1945,63;25,39;0,00
"C108212 / 109979";1;10;1533,00;8;2215,00;1533,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1533,00;682,00;30,79;0,00
"C108213 / 158906";1;20;5400,00;20;11994,75;4590,00;0,00;3800,00;1166,00;0,00;0,00;0,00;109,53;0,00;0,00;9665,53;2329,22;19,42;0,00
"C108214 / 158916";1;20;5200,00;19;9530,50;4420,00;0,00;3422,00;337,00;0,00;0,00;0,00;0,00;0,00;0,00;8179,00;1351,50;14,18;0,00
"C108215 / 158917";1;8;2350,00;5;3290,00;1997,50;0,00;856,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2853,50;436,50;13,27;0,00
"C108216 / 016910";1;6;1421,00;5;2482,50;1023,12;0,00;1012,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2035,32;447,18;18,01;0,00
"C108217 / 049908";1;18;3797,00;14;5605,00;3037,60;0,00;1523,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4561,40;1043,60;18,62;0,00
"C108218 / 243901";1;8;2495,00;8;2724,18;2162,75;0,00;0,00;0,00;0,00;0,00;0,00;104,67;0,00;0,00;2267,42;456,76;16,77;0,00
"T108219 / 130967";1;12;5495,00;12;4945,50;4396,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4396,00;549,50;11,11;4396,00
"T108220 / 055931";1;12;2780,00;12;2643,50;2363,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2363,00;280,50;10,61;2363,00
"W108221 / 082903";1;10;1101,00;8;2202,50;748,68;0,00;699,58;219,00;0,00;0,00;0,00;0,00;0,00;0,00;1667,26;535,24;24,30;748,68
"Q108222 / 130968";1;12;3595,00;11;3235,50;2876,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2876,00;359,50;11,11;0,00
"C108223 / 080902";1;12;0,00;11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"C108224 / 035971";1;8;770,00;8;1005,00;818,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;818,00;187,00;18,61;0,00
"C108225 / 035972";1;4;525,00;3;706,00;573,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;573,50;132,50;18,77;573,50
"C108226 / 121908";1;10;1646,40;9;2075,00;1481,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1481,76;593,24;28,59;0,00
"C108227 / 004926";1;10;2299,00;8;4417,34;1839,20;0,00;1095,55;441,62;0,00;0,00;0,00;172,77;0,00;0,00;3549,14;868,20;19,65;0,00
"C108228 / 004927";1;6;1199,00;4;1345,00;911,24;0,00;0,00;49,65;0,00;0,00;0,00;0,00;0,00;0,00;960,89;384,11;28,56;911,24
"C108229 / 082904";1;6;956,00;4;1840,00;650,08;0,00;926,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1576,08;263,92;14,34;0,00
"Q108230 / 148904";1;12;3290,00;10;2980,00;2368,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2368,80;611,20;20,51;0,00
"C108231 / 010901";1;8;1905,00;8;3580,00;1524,00;0,00;1495,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3019,20;560,80;15,66;0,00
"C108232 / 048948";1;10;4460,00;9;4795,00;3657,20;0,00;0,00;252,59;0,00;0,00;0,00;0,00;0,00;0,00;3909,79;885,21;18,46;0,00
"C108233 / 049921";1;14;2954,00;10;5530,00;2363,20;0,00;1858,00;387,18;0,00;0,00;0,00;0,00;0,00;0,00;4608,38;921,62;16,67;0,00
"C108234 / 035915";1;10;2495,00;10;2727,00;1600,00;212,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1812,00;915,00;33,55;0,00
"C108235 / 005914";1;12;2533,00;9;4668,00;2134,35;63,00;1584,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3782,10;885,90;18,98;2134,35
"C108236 / 047920";1;12;3633,00;12;7564,88;3633,00;0,00;2718,48;0,00;0,00;0,00;0,00;103,21;0,00;0,00;6454,69;1110,19;14,68;0,00
"T108237 / 192902";1;10;2755,00;8;2499,50;2204,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2204,00;295,50;11,82;2204,00
"C108238 / 035973";1;6;770,00;6;989,50;802,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;802,50;187,00;18,90;0,00
"C108239 / 016911";1;8;1344,00;5;1430,00;967,68;0,00;0,00;157,79;0,00;0,00;0,00;0,00;0,00;0,00;1125,47;304,53;21,30;0,00
"C108240 / 048949";1;18;3790,00;18;3876,29;3411,00;0,00;0,00;0,00;0,00;0,00;0,00;48,48;0,00;0,00;3459,48;416,81;10,75;0,00
"C108241 / 039936";1;8;2060,00;5;3295,00;1802,50;0,00;1084,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2887,00;408,00;12,38;0,00
"C108242 / 053902";1;4;740,00;4;1142,50;740,00;0,00;0,00;67,03;0,00;0,00;0,00;0,00;0,00;0,00;807,03;335,47;29,36;0,00
"C108243 / 033910";1;10;2565,00;9;2585,00;2180,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2180,25;404,75;15,66;2180,25
"C108244 / 210904";1;8;2795,00;8;4887,50;2236,00;0,00;1530,00;194,57;0,00;0,00;0,00;0,00;0,00;0,00;3960,57;926,93;18,97;2236,00
"C108245 / 050901";1;4;1070,40;3;2067,50;1070,40;0,00;679,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1750,02;317,48;15,36;267,60
"C108246 / 004928";1;9;1729,00;9;3470,00;1365,91;0,00;1073,00;338,51;0,00;0,00;0,00;0,00;0,00;0,00;2777,42;692,58;19,96;0,00
"C109001 / 035974";1;6;910,00;5;1227,23;933,50;0,00;0,00;0,00;0,00;0,00;0,00;47,57;0,00;0,00;981,07;246,16;20,06;0,00
"C109002 / 035975";1;6;945,00;5;1269,85;965,00;0,00;0,00;0,00;0,00;0,00;0,00;49,24;0,00;0,00;1014,24;255,61;20,13;0,00
"C109003 / 033911";1;10;2575,00;10;2595,00;2188,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2188,75;406,25;15,66;0,00
"C109004 / 134901";1;7;1540,00;7;2355,00;1638,00;0,00;0,00;0,00;297,50;0,00;0,00;0,00;0,00;0,00;1935,50;419,50;17,81;0,00
"C109005 / 012928";1;15;3441,00;11;5242,00;2752,80;0,00;265,76;302,00;741,60;0,00;0,00;0,00;0,00;0,00;4062,16;1179,84;22,51;0,00
"C109006 / 094906";1;21;5250,00;13;8918,50;4725,00;91,00;2631,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7447,72;1470,78;16,49;0,00
"C109007 / 109980";1;6;525,00;3;675,00;525,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;525,00;150,00;22,22;0,00
"W109008 / 035976";1;10;1540,00;8;1928,00;1574,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1574,00;354,00;18,36;1574,00
"Q109009 / 130969";1;8;4195,00;8;3691,60;3356,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3356,00;335,60;9,09;3356,00
"C109011 / 158918";1;10;1350,00;10;3390,00;1147,50;0,00;1695,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2842,50;547,50;16,15;0,00
"C109013 / 047921";1;8;3003,00;7;5100,00;3003,00;0,00;974,78;187,17;0,00;0,00;0,00;0,00;0,00;0,00;4164,95;935,05;18,33;0,00
"C109014 / 110901";1;6;2009,00;6;2025,00;1607,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1607,20;417,80;20,63;1607,20
"E109015 / 148905";1;12;3195,00;12;3215,00;2556,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2556,00;659,00;20,50;0,00
"V109016 / 137905";1;6;895,00;2;825,00;644,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;644,40;180,60;21,89;644,40
"C109017 / 014936";1;12;3220,00;11;5106,19;2576,00;0,00;1245,50;0,00;0,00;0,00;0,00;199,81;0,00;0,00;4021,31;1084,88;21,25;0,00
"C109018 / 015904";1;14;4970,00;13;7140,00;3976,00;0,00;1689,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5665,76;1474,24;20,65;3976,00
"C109019 / 192903";1;10;2671,00;10;2690,00;2136,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2136,80;553,20;20,57;2136,80
"C109020 / 005915";1;14;6408,00;14;9216,81;5485,05;98,00;2177,51;0,00;133,20;0,00;0,00;49,53;0,00;0,00;7943,29;1273,52;13,82;1371,26
"C109021 / 025935";1;6;2085,00;4;2851,00;1668,00;0,00;724,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2392,76;458,24;16,07;0,00
"C109022 / 026907";1;6;1003,00;4;2192,50;682,04;0,00;936,90;166,52;0,00;0,00;0,00;0,00;0,00;0,00;1785,46;407,04;18,57;682,04
"C109023 / 127903";1;8;3188,00;6;4475,00;2550,40;0,00;1091,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3641,56;833,44;18,62;2550,40
"C109024 / 109981";1;12;714,00;12;965,00;714,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;714,00;251,00;26,01;0,00
"C109025 / 168904";1;10;2850,00;9;5354,28;2194,50;0,00;1966,50;0,00;0,00;0,00;0,00;142,73;0,00;0,00;4303,73;1050,55;19,62;2194,50
"C109026 / 158919";1;16;2150,00;13;5643,50;1827,50;0,00;2326,50;474,42;0,00;0,00;0,00;0,00;0,00;0,00;4628,42;1015,08;17,99;0,00
"C109027 / 121909";1;8;2256,80;6;2840,00;2256,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2256,80;583,20;20,54;2256,80
"C109028 / 027914";1;3;386,00;3;1040,00;308,80;0,00;585,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;893,80;146,20;14,06;0,00
"C109029 / 247901";1;2;493,00;2;505,00;343,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;343,16;161,84;32,05;343,16
"C109030 / 035910";1;10;1995,00;8;2375,31;1500,00;212,00;0,00;0,00;0,00;0,00;0,00;92,63;0,00;0,00;1804,63;570,68;24,03;1500,00
"C109031 / 128919";1;6;1447,60;6;1939,50;1372,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1372,76;566,74;29,22;300,00
"E109032 / 048950";1;16;4130,00;13;4150,00;3386,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3386,60;763,40;18,40;0,00
"Q109033 / 130970";1;16;5790,00;16;4428,50;3756,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3756,80;671,70;15,17;0,00
"C109034 / 005916";1;10;2333,00;9;4663,00;2021,30;63,00;1727,88;186,80;0,00;0,00;0,00;0,00;0,00;0,00;3998,98;664,02;14,24;2021,30
"V109035 / 130971";1;12;2495,00;9;3157,00;1996,00;0,00;553,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2549,50;607,50;19,24;0,00
"V109036 / 130972";1;8;1950,00;8;3681,60;1404,00;0,00;1529,50;148,95;0,00;0,00;0,00;0,00;0,00;0,00;3082,45;599,15;16,27;0,00
"C109037 / 158907";1;20;5900,00;19;11598,00;5015,00;0,00;3610,00;691,00;0,00;0,00;0,00;0,00;0,00;0,00;9316,00;2282,00;19,68;0,00
"V109038 / 076909";1;14;2650,00;12;3762,43;1325,00;0,00;816,00;206,28;0,00;0,00;0,00;83,45;0,00;0,00;2430,73;1331,70;35,39;1325,00
"C109039 / 030910";1;16;3996,00;12;4928,70;3596,40;0,00;0,00;111,75;0,00;0,00;0,00;187,05;0,00;0,00;3895,20;1033,50;20,97;0,00
"C109040 / 005917";1;8;1148,00;6;2837,00;957,40;42,00;1398,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2398,00;439,00;15,47;957,40
"C109041 / 012929";1;6;932,00;4;2387,00;1238,12;0,00;478,72;216,00;0,00;0,00;0,00;0,00;0,00;0,00;1932,85;454,15;19,03;1238,12
"C109042 / 127904";1;10;4675,00;9;5935,00;3740,00;0,00;1055,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4795,64;1139,36;19,20;3740,00
"C109043 / 049922";1;8;1375,00;8;5268,00;1100,00;0,00;1449,30;448,91;0,00;1476,00;0,00;0,00;0,00;0,00;4474,21;793,79;15,07;1100,00
"C109044 / 005918";1;10;2508,00;9;6194,00;2113,73;63,00;1203,75;0,00;0,00;1710,00;0,00;0,00;0,00;0,00;5090,48;1103,52;17,82;2113,73
"C109045 / 158920";1;14;1900,00;11;4529,50;1615,00;0,00;1864,50;273,00;0,00;0,00;0,00;0,00;0,00;0,00;3752,50;777,00;17,15;0,00
"C109046 / 014937";1;16;3775,00;15;7407,50;3020,00;0,00;3141,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6161,50;1246,00;16,82;0,00
"C109047 / 134902";1;3;630,00;3;860,00;693,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;693,00;167,00;19,42;0,00
"T109048 / 130973";1;8;1595,00;5;2890,00;1148,40;0,00;1092,50;118,41;0,00;0,00;0,00;0,00;0,00;0,00;2359,31;530,69;18,36;0,00
"C109049 / 014938";1;12;2200,00;10;4520,16;1760,00;0,00;1695,00;0,00;0,00;0,00;0,00;176,81;0,00;0,00;3631,81;888,35;19,65;0,00
"C109050 / 010902";1;12;4370,00;11;6853,36;3496,00;0,00;2027,58;168,06;0,00;0,00;0,00;55,85;0,00;0,00;5747,49;1105,87;16,14;0,00
"C109051 / 130974";1;16;4995,00;8;5755,00;3596,40;0,00;1061,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4657,40;1097,60;19,07;0,00
"E109052 / 039937";1;10;0,00;10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"C109053 / 033912";1;12;2975,00;8;3047,84;2528,75;0,00;0,00;0,00;0,00;0,00;0,00;38,13;0,00;0,00;2566,88;480,96;15,78;0,00
"C109054 / 006920";1;22;2265,00;22;3235,00;2650,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2650,00;585,00;18,08;2650,00
"C109055 / 039938";1;6;1500,00;4;2480,00;1275,00;0,00;906,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2181,16;298,84;12,05;0,00
"C109057 / 124906";1;6;795,20;3;885,00;715,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;715,68;169,32;19,13;715,68
"C109058 / 239902";1;7;2065,00;5;2075,00;1652,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1652,00;423,00;20,39;0,00
"C109059 / 239903";1;4;1526,00;4;1535,00;1220,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1220,80;314,20;20,47;0,00
"C109060 / 090908";1;8;4995,00;7;6432,50;4245,75;0,00;830,50;289,57;0,00;0,00;0,00;0,00;0,00;0,00;5365,82;1066,68;16,58;0,00
"C109061 / 035977";1;10;1190,00;8;1533,00;1259,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1259,00;274,00;17,87;1259,00
"C109062 / 053903";1;8;0,00;8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"C109063 / 063902";1;6;1113,00;6;1540,00;890,40;0,00;0,00;310,00;0,00;0,00;0,00;0,00;0,00;0,00;1200,40;339,60;22,05;0,00
"T109064 / 109915";1;11;1750,00;8;1595,00;975,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;975,00;620,00;38,87;400,00
"C109065 / 035978";1;10;2240,00;8;2732,00;2228,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2228,00;504,00;18,45;0,00
"C109066 / 055910";1;15;3490,00;14;6880,00;2792,00;0,00;2601,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5393,20;1486,80;21,61;2792,00
"C109067 / 039939";1;12;4870,00;12;8685,00;4261,25;0,00;2086,80;945,44;225,00;0,00;0,00;0,00;0,00;0,00;7518,49;1166,51;13,43;0,00
"E109068 / 130975";1;18;8195,00;16;8215,00;6556,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6556,00;1659,00;20,19;0,00
"Q109069 / 130976";1;18;7300,00;16;5584,50;4820,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4820,00;764,50;13,69;0,00
"C109070 / 005919";1;9;4058,00;9;6893,00;3489,05;56,00;1896,77;301,77;0,00;0,00;0,00;0,00;0,00;0,00;5736,59;1156,41;16,78;3489,05
"C109071 / 034907";1;6;429,00;5;1483,49;343,20;0,00;556,00;221,00;0,00;0,00;0,00;57,62;0,00;0,00;1177,82;305,67;20,60;0,00
"C109073 / 035979";1;8;2030,00;8;2473,00;2015,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2015,00;458,00;18,52;0,00
"B109074 / 033913";1;12;3075,00;12;3095,00;2613,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2613,75;481,25;15,55;0,00
"E109075 / 035936";1;6;1050,00;5;1171,00;750,00;101,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;851,00;320,00;27,33;750,00
"C109076 / 128920";1;6;1380,40;6;1861,74;1380,40;0,00;0,00;0,00;0,00;0,00;0,00;72,47;0,00;0,00;1452,87;408,87;21,96;1380,40
"C109077 / 005920";1;9;2433,00;7;5662,00;2107,80;49,00;1585,78;0,00;0,00;1246,00;0,00;0,00;0,00;0,00;4988,58;673,42;11,89;526,95
"C109078 / 025936";1;10;2039,00;8;3067,50;1631,20;0,00;789,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2420,80;646,70;21,08;0,00
"C109079 / 047911";1;12;3472,00;10;6958,50;3472,00;0,00;1771,92;292,70;275,40;0,00;0,00;0,00;0,00;0,00;5812,02;1146,48;16,48;3472,00
"C109080 / 014915";1;12;5820,00;10;8210,00;4656,00;0,00;0,00;0,00;0,00;1710,00;0,00;0,00;0,00;0,00;6366,00;1844,00;22,46;0,00
"C109081 / 048951";1;12;3310,00;12;3330,00;2714,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2714,20;615,80;18,49;0,00
"C109082 / 109919";1;11;3250,00;8;3270,00;2050,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2050,00;1220,00;37,31;0,00
"C109083 / 158921";1;20;4900,00;16;7965,00;4165,00;0,00;2542,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6707,50;1257,50;15,79;4165,00
"V109084 / 090909";1;8;2795,00;8;2515,00;2375,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2375,75;139,25;5,54;0,00
"C109085 / 166908";1;8;1890,00;7;1910,00;1493,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1493,10;416,90;21,83;1493,10
"C109086 / 128921";1;5;956,90;4;1263,00;887,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;887,19;375,81;29,76;200,00
"C109087 / 128922";1;6;1447,60;5;1880,00;1323,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1323,76;556,24;29,59;300,00
"C109088 / 158922";1;20;5250,00;19;10663,00;4462,50;0,00;3167,50;1044,00;0,00;0,00;0,00;0,00;0,00;0,00;8674,00;1989,00;18,65;4462,50
"C109089 / 005921";1;10;3858,00;9;6889,75;3227,47;63,00;1982,93;583,72;0,00;0,00;0,00;54,93;0,00;0,00;5912,05;977,70;14,19;806,87
"C109090 / 114902";1;5;700,00;4;1115,00;780,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;780,00;335,00;30,04;780,00
"C109091 / 076906";1;14;12790,00;11;15088,00;7000,00;0,00;0,00;0,00;0,00;1705,00;110,00;0,00;0,00;0,00;8815,00;6273,00;41,58;7000,00
"C109092 / 025937";1;12;4597,00;10;6350,00;3677,60;0,00;1567,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5245,40;1104,60;17,40;3677,60
"V109093 / 143905";1;12;1495,00;10;3505,00;1076,40;0,00;1845,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2921,40;583,60;16,65;0,00
"C109094 / 128923";1;10;949,20;10;1305,92;949,20;0,00;0,00;0,00;0,00;0,00;0,00;64,95;0,00;0,00;1014,15;291,77;22,34;949,20
"C109095 / 006921";1;9;1250,00;8;3682,50;1250,00;0,00;1318,15;235,49;0,00;0,00;0,00;0,00;0,00;0,00;2803,64;878,86;23,87;1250,00
"C109096 / 005922";1;8;2498,00;8;5391,00;2094,98;56,00;1398,72;392,40;670,50;0,00;0,00;0,00;0,00;0,00;4612,60;778,40;14,44;523,74
"C109098 / 006922";1;18;3244,00;15;5537,75;3244,00;210,00;0,00;536,00;0,00;0,00;0,00;57,31;0,00;0,00;4047,31;1490,44;26,91;648,80
"B109099 / 130977";1;12;2295,00;10;4151,05;1652,40;0,00;1476,00;149,97;0,00;0,00;0,00;91,18;0,00;0,00;3369,55;781,50;18,83;0,00
