"Omschrijving";"Aankomst";"St.";"Cap.";"Bruto acc.";"Aant.";"Omzet";"Inkoop acc.";"Bijk.k.";"Skipas";"Huurmat.";"Skiles";"Catering";"Vervoer";"Verz.";"Korting";"Overig";"Inkoop tot.";"Marge";"Marge %";"Betaald"
"V12035095";23-07-2012;1;8;1390,00;4;1042,50;973,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;973,00;69,50;6,67;973,00
"Z12035099";02-06-2012;1;14;950,00;14;1095,00;807,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;807,50;287,50;26,26;807,50
"Z12035100";30-06-2012;1;10;700,00;10;720,00;539,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;539,00;181,00;25,14;539,00
"Z12035104";19-05-2012;1;12;600,00;12;600,00;462,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;462,00;138,00;23,00;462,00
"I12035106";18-08-2012;1;5;720,00;5;740,00;576,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;576,00;164,00;22,16;576,00
"I12045002";21-07-2012;1;3;750,00;4;870,00;680,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;680,00;190,00;21,84;680,00
"I12045003";11-08-2012;1;4;615,00;4;615,00;492,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;492,00;123,00;20,00;492,00
"I12045006";04-08-2012;1;5;742,00;5;945,00;742,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;742,00;203,00;21,48;742,00
"I12045007";28-07-2012;1;6;1800,00;5;1941,65;1440,00;0,00;0,00;0,00;0,00;0,00;0,00;81,01;0,00;0,00;1521,01;420,64;21,66;1440,00
"Z12045008";02-06-2012;1;6;382,00;4;395,25;305,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;305,60;89,65;22,68;305,60
"I12045012";14-07-2012;1;6;2590,00;4;2750,00;2200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2200,00;550,00;20,00;2200,00
"Z12045014";30-06-2012;1;8;2648,00;4;1898,75;2118,40;-529,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1588,80;309,95;16,32;1588,80
"Z12045017";28-04-2012;1;6;728,00;4;641,74;465,92;0,00;0,00;0,00;0,00;0,00;0,00;26,33;0,00;0,00;492,25;149,49;23,29;465,92
"I12045018";07-07-2012;1;4;1288,00;3;1380,55;1030,40;0,00;0,00;0,00;0,00;0,00;0,00;52,92;0,00;0,00;1083,32;297,23;21,53;1030,40
"I12045023";23-06-2012;1;2;1170,00;2;1190,00;996,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;996,20;193,80;16,29;996,20
"I12045024";30-05-2012;1;3;815,00;3;1019,99;652,00;0,00;0,00;0,00;0,00;0,00;0,00;42,24;0,00;0,00;694,24;325,75;31,94;652,00
"I12045025";28-07-2012;1;6;1050,00;5;1070,00;840,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;840,00;230,00;21,50;840,00
"I12045026";21-07-2012;1;4;1260,00;4;1280,00;1008,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1008,00;272,00;21,25;1008,00
"I12045027";07-07-2012;1;3;570,00;3;590,00;456,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;456,00;134,00;22,71;456,00
"I12045028";14-07-2012;1;3;563,00;3;580,00;450,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;450,40;129,60;22,34;450,40
"Z12045029";04-08-2012;1;4;872,00;4;890,00;697,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;697,60;192,40;21,62;697,60
"Z12045030";30-06-2012;1;6;434,00;4;491,34;372,00;0,00;0,00;0,00;0,00;0,00;0,00;6,17;0,00;0,00;378,17;113,17;23,03;372,00
"I12045031";28-07-2012;1;4;2010,00;4;2030,00;1608,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1608,00;422,00;20,79;1608,00
"I12045033";14-07-2012;1;5;723,00;5;740,00;578,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;578,40;161,60;21,84;578,40
"I12045035";16-04-2012;1;3;337,50;2;559,00;270,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;270,00;289,00;51,70;270,00
"I12045039";14-07-2012;1;4;732,00;3;813,61;549,00;0,00;0,00;0,00;0,00;0,00;0,00;42,32;0,00;0,00;591,32;222,29;27,32;549,00
"Z12045040";26-05-2012;1;10;297,00;4;320,00;228,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;228,69;91,31;28,53;228,69
"Z12045042";21-07-2012;1;4;935,00;4;841,50;748,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;748,00;93,50;11,11;748,00
"I12045043";22-09-2012;1;2;840,00;2;850,00;672,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;672,00;178,00;20,94;672,00
"I12045044";29-09-2012;1;6;540,00;2;550,00;432,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;432,00;118,00;21,45;432,00
"I12045046";28-07-2012;1;2;1066,00;2;1080,00;852,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;852,80;227,20;21,04;852,80
"I12045047";30-06-2012;1;7;938,00;6;955,00;750,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;750,40;204,60;21,42;750,40
"Z12045049";11-08-2012;1;4;685,00;3;753,62;582,25;0,00;0,00;0,00;0,00;0,00;0,00;31,03;0,00;0,00;613,28;140,34;18,62;582,25
"Z12045052";29-09-2012;1;10;840,00;4;739,35;672,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;672,00;67,35;9,11;672,00
"I12045053";21-07-2012;1;7;1820,00;6;1840,00;1456,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1456,00;384,00;20,87;1456,00
"I12045054";15-10-2012;1;6;540,00;3;560,00;432,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;432,00;128,00;22,86;432,00
"Z12045055";28-07-2012;1;5;743,00;4;945,00;743,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;743,00;202,00;21,38;743,00
"I12045056";07-07-2012;1;6;952,00;4;970,00;761,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;761,60;208,40;21,48;761,60
"Z12045057";25-08-2012;1;4;1647,00;2;1575,00;1317,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1317,60;257,40;16,34;1317,60
"Z12045058";22-06-2012;1;7;785,00;2;965,00;706,50;100,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;807,30;157,70;16,34;807,30
"V12045062";03-08-2012;1;8;695,00;4;521,25;486,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;486,50;34,75;6,67;486,50
"I12045063";14-07-2012;1;5;780,00;4;800,00;624,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;624,00;176,00;22,00;624,00
"Z12045067";30-06-2012;1;5;4800,00;4;4340,00;3840,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3840,00;500,00;11,52;3840,00
"I12045068";14-07-2012;1;6;903,00;4;920,00;722,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;722,40;197,60;21,48;722,40
"I12045069";04-07-2012;1;2;231,00;2;251,00;184,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;184,80;66,20;26,37;184,80
"I12045071";28-07-2012;1;5;1420,00;5;1440,00;1136,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1136,00;304,00;21,11;1136,00
"Z12045078";05-06-2012;1;4;123,86;3;195,00;99,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99,08;95,92;49,19;99,08
"Z12045079";05-06-2012;1;4;123,86;3;195,00;99,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99,08;95,92;49,19;99,08
"I12045081";14-07-2012;1;6;1015,00;5;1105,23;812,00;0,00;0,00;0,00;0,00;0,00;0,00;45,82;0,00;0,00;857,82;247,41;22,39;812,00
"Z12045082";14-07-2012;1;6;900,00;5;830,00;720,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;720,00;110,00;13,25;720,00
"I12045084";28-04-2012;1;7;860,00;4;897,94;731,00;0,00;0,00;0,00;0,00;0,00;0,00;11,26;0,00;0,00;742,26;155,68;17,34;731,00
"Z12045085";16-06-2012;1;8;1020,00;5;855,00;816,09;-105,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;711,09;143,91;16,83;711,09
"Z12045087";05-05-2012;1;3;341,00;2;360,00;289,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;289,85;70,15;19,49;289,85
"I12045089";23-06-2012;1;4;605,00;4;625,00;484,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;484,00;141,00;22,56;484,00
"I12045090";28-07-2012;1;6;780,00;5;844,84;624,00;0,00;0,00;0,00;0,00;0,00;0,00;35,29;0,00;0,00;659,29;185,55;21,96;624,00
"I12045091";04-08-2012;1;5;742,00;5;999,34;742,00;0,00;0,00;0,00;0,00;0,00;0,00;41,79;0,00;0,00;783,79;215,55;21,57;742,00
"V12045092";14-07-2012;1;14;1990,00;8;1492,50;1393,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1393,00;99,50;6,67;1393,00
"I12055003";07-07-2012;1;5;1608,00;4;1620,00;1286,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1286,40;333,60;20,59;1286,40
"I12055005";28-07-2012;1;4;434,00;2;550,00;434,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;434,00;116,00;21,09;434,00
"I12055006";04-08-2012;1;2;490,00;2;620,00;490,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;490,00;130,00;20,97;490,00
"I12055007";28-07-2012;1;8;3000,00;7;3100,00;2400,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2480,00;620,00;20,00;2480,00
"I12055009";04-08-2012;1;3;900,00;2;920,00;720,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;720,00;200,00;21,74;720,00
"I12055010";28-07-2012;1;7;710,00;6;730,00;568,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;568,00;162,00;22,19;568,00
"Z12055011";11-08-2012;1;12;800,00;10;820,00;616,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;616,00;204,00;24,88;0,00
"Z12055012";21-07-2012;1;8;3239,00;5;3090,00;2591,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2591,20;498,80;16,14;2591,20
"I12055013";28-07-2012;1;4;630,00;4;520,00;504,00;-100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;404,00;116,00;22,31;404,00
"Q12055016";28-07-2012;1;8;850,00;4;870,00;594,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;594,99;275,01;31,61;594,99
"I12055017";28-07-2012;1;6;945,00;6;965,00;756,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;756,00;209,00;21,66;756,00
"Q12055019";18-08-2012;1;8;1375,00;8;1210,00;962,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;962,50;247,50;20,45;962,50
"I12055020";30-06-2012;1;6;2206,00;4;2220,00;1764,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1764,80;455,20;20,50;1764,80
"I12055021";21-07-2012;1;2;594,00;2;610,00;475,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;475,20;134,80;22,10;475,20
"Z12055023";09-06-2012;1;5;532,50;2;550,00;452,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;452,63;97,37;17,70;452,63
"Z12055024";07-07-2012;1;2;434,00;2;480,00;371,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;371,98;108,02;22,50;371,98
"I12055025";28-07-2012;1;3;600,00;3;620,00;480,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;480,00;140,00;22,58;480,00
"I12055026";11-08-2012;1;4;990,00;4;1010,00;792,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;792,00;218,00;21,58;792,00
"I12055030";10-06-2012;1;4;604,00;2;728,18;483,20;0,00;0,00;0,00;0,00;0,00;0,00;9,13;0,00;0,00;492,33;235,85;32,39;483,20
"Z12055033";21-05-2012;1;4;488,00;2;405,00;312,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;312,32;92,68;22,88;312,32
"Z12055034";28-07-2012;1;6;995,00;5;1029,00;845,75;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;859,75;169,25;16,45;859,75
"Z12055036";02-06-2012;1;14;1091,00;7;575,25;785,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;785,52;-210,27;-36,55;785,52
"Z12055037";02-06-2012;1;6;266,25;2;306,11;226,31;0,00;0,00;0,00;0,00;0,00;0,00;12,21;0,00;0,00;238,52;67,59;22,08;226,31
"I12055040";11-08-2012;1;6;1295,00;4;1385,00;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1145,00;240,00;17,33;1145,00
"I12055041";26-05-2012;1;14;1200,00;7;1220,00;1020,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1020,00;200,00;16,39;1020,00
"Z12055044";30-06-2012;1;6;374,50;4;519,21;374,50;0,00;0,00;0,00;0,00;0,00;0,00;21,17;0,00;0,00;395,67;123,54;23,79;374,50
"Z12055045";28-07-2012;1;4;790,00;2;754,70;671,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;671,50;83,20;11,02;671,50
"Z12055046";23-06-2012;1;6;216,00;2;235,00;172,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;172,80;62,20;26,47;172,80
"I12055047";16-06-2012;1;2;482,00;2;500,00;385,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;385,60;114,40;22,88;385,60
"Z12055048";14-07-2012;1;18;1095,00;18;1115,00;766,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;766,49;348,51;31,26;766,49
"Q12055049";28-07-2012;1;16;1025,00;12;836,00;717,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;717,50;118,50;14,17;717,50
"Z12055051";28-05-2012;1;8;1272,86;2;1315,00;1018,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1018,29;296,71;22,56;1018,29
"Z12055053";30-06-2012;1;6;2100,00;4;2120,00;1680,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1680,00;440,00;20,75;1680,00
"Z12055055";02-06-2012;1;4;760,00;2;775,00;646,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;646,00;129,00;16,65;646,00
"I12055057";28-07-2012;1;16;5250,00;14;3937,50;3937,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3937,50;0,00;0,00;3937,50
"I12055059";28-07-2012;1;2;525,00;2;591,80;420,00;0,00;0,00;0,00;0,00;0,00;0,00;30,53;0,00;0,00;450,53;141,27;23,87;420,00
"Z12055060";11-08-2012;1;8;1645,00;8;1665,00;1398,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1398,25;266,75;16,02;1398,25
"Z12055064";14-07-2012;1;7;2195,20;5;2943,22;2195,20;0,00;0,00;0,00;0,00;0,00;0,00;123,14;0,00;0,00;2318,34;624,88;21,23;2195,20
"I12055065";03-09-2012;1;2;780,00;2;944,34;624,00;0,00;0,00;0,00;0,00;0,00;0,00;39,05;0,00;0,00;663,05;281,29;29,79;624,00
"Z12055066";08-07-2012;1;10;1000,00;2;1153,75;770,00;0,00;0,00;0,00;0,00;0,00;0,00;91,46;0,00;0,00;861,46;292,29;25,33;770,00
"Z12055067";04-08-2012;1;6;2210,00;5;1968,35;1768,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1768,00;200,35;10,18;1768,00
"Z12055072";09-06-2012;1;4;553,00;2;375,00;287,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;287,56;87,44;23,32;287,56
"I12055073";07-07-2012;1;4;700,00;4;720,00;560,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;560,00;160,00;22,22;560,00
"I12055074";18-08-2012;1;5;825,00;3;845,00;660,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;660,00;185,00;21,89;660,00
"I12055075";14-07-2012;1;4;773,00;4;790,00;618,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;618,40;171,60;21,72;618,40
"I12055078";07-07-2012;1;4;544,00;3;595,00;466,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;466,32;128,68;21,63;466,32
"I12055085";28-07-2012;1;5;1065,00;4;1085,00;852,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;852,00;233,00;21,47;852,00
"I12055086";17-06-2012;1;4;1008,00;2;1036,50;864,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;864,00;172,50;16,64;864,00
"I12055090";23-06-2012;1;4;504,00;4;528,25;432,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;432,00;96,25;18,22;432,00
"Z12055092";27-06-2012;1;6;968,00;4;1035,20;774,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;774,40;260,80;25,19;774,40
"I12055094";04-08-2012;1;4;552,00;4;572,83;441,60;0,00;0,00;0,00;0,00;0,00;0,00;7,32;0,00;0,00;448,92;123,91;21,63;441,60
"I12055095";28-07-2012;1;4;667,00;4;857,45;667,00;0,00;0,00;0,00;0,00;0,00;0,00;10,88;0,00;0,00;677,88;179,57;20,94;667,00
"I12055097";28-07-2012;1;5;954,00;5;970,00;763,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;763,20;206,80;21,32;763,20
"Z12055100";14-07-2012;1;6;0,00;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"I12055101";21-07-2012;1;4;587,00;2;770,00;587,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;587,00;183,00;23,77;587,00
"Z12055102";07-07-2012;1;8;850,00;4;785,00;594,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;594,99;190,01;24,21;594,99
"Z12055103";09-06-2012;1;4;249,00;2;268,82;119,52;0,00;0,00;0,00;0,00;0,00;0,00;10,64;0,00;0,00;130,16;138,66;51,58;119,52
"I12055104";14-07-2012;1;8;1040,00;5;1060,00;884,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;884,00;176,00;16,60;884,00
"I12055109";09-09-2012;1;4;684,00;2;800,00;547,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;547,20;252,80;31,60;547,20
"Z12055110";08-07-2012;1;10;400,00;3;420,00;308,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;308,00;112,00;26,67;308,00
"Z12055111";14-07-2012;1;4;852,00;4;870,00;681,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;681,60;188,40;21,66;681,60
"Z12065001";28-07-2012;1;6;781,00;3;1000,00;781,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;781,00;219,00;21,90;781,00
"I12065002";21-07-2012;1;4;710,00;4;730,00;568,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;568,00;162,00;22,19;568,00
"Z12065004";21-07-2012;1;2;456,00;2;475,00;364,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;364,80;110,20;23,20;364,80
"I12065005";21-07-2012;1;3;551,00;3;570,00;440,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;440,80;129,20;22,67;440,80
"Z12065007";09-07-2012;1;6;497,00;4;640,00;497,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;497,00;143,00;22,34;497,00
"Z12065011";12-06-2012;1;3;288,00;2;298,00;230,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;230,40;67,60;22,68;230,40
"I12065012";14-06-2012;1;3;416,00;2;436,00;332,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;332,80;103,20;23,67;332,80
"Z12065013";16-06-2012;1;5;625,00;2;600,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00;100,00;16,67;500,00
"I12065014";07-07-2012;1;6;830,00;5;850,00;664,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;664,00;186,00;21,88;664,00
"Z12065017";09-06-2012;1;5;1065,00;2;1080,00;905,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;905,25;174,75;16,18;905,25
"Z12065019";23-06-2012;1;4;574,00;2;390,00;298,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;298,48;91,52;23,47;298,48
"Z12065024";07-07-2012;1;8;734,00;6;821,14;587,20;0,00;0,00;0,00;0,00;0,00;0,00;76,30;0,00;0,00;663,50;157,64;19,20;587,20
"Z12065031";28-07-2012;1;4;578,00;4;740,00;578,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;578,00;162,00;21,89;578,00
"I12065032";04-08-2012;1;5;833,00;5;1060,00;833,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;833,00;227,00;21,42;833,00
"Z12065035";21-07-2012;1;16;1843,00;11;1810,25;1658,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1658,70;151,55;8,37;1658,70
"I12065036";14-07-2012;1;7;975,00;5;995,00;780,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;780,00;215,00;21,61;780,00
"I12065037";21-07-2012;1;2;951,00;2;1067,66;760,80;0,00;0,00;0,00;0,00;0,00;0,00;66,18;0,00;0,00;826,98;240,68;22,54;760,80
"I12065043";25-08-2012;1;5;1064,00;4;1234,67;851,20;0,00;0,00;0,00;0,00;0,00;0,00;106,11;0,00;0,00;957,31;277,36;22,46;851,20
"I12065044";16-06-2012;1;5;750,00;2;695,00;540,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;540,00;155,00;22,30;540,00
"Z12065045";07-07-2012;1;6;1655,00;5;1696,59;1324,00;0,00;0,00;0,00;0,00;0,00;0,00;70,70;0,00;0,00;1394,70;301,89;17,79;1324,00
"Z12065049";21-07-2012;1;4;863,00;4;777,95;593,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;593,24;184,71;23,74;593,24
"Z12065051";21-07-2012;1;4;750,00;4;810,00;600,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;640,00;170,00;20,99;640,00
"I12065052";29-08-2012;1;2;464,00;2;484,00;371,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;371,20;112,80;23,31;371,20
"I12065055";14-07-2012;1;7;1020,00;4;1040,00;816,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;816,00;224,00;21,54;816,00
"Z12065058";07-07-2012;1;4;530,80;2;680,00;530,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;530,80;149,20;21,94;530,80
"Z12065064";18-08-2012;1;4;719,00;2;663,50;575,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;575,20;88,30;13,31;575,20
"I12065065";04-08-2012;1;3;548,00;2;613,44;438,40;0,00;0,00;0,00;0,00;0,00;0,00;31,68;0,00;0,00;470,08;143,36;23,37;438,40
"I12065068";04-08-2012;1;10;1556,00;10;734,76;1556,00;-778,00;0,00;0,00;0,00;0,00;0,00;24,98;0,00;0,00;802,98;-68,22;-9,28;778,00
"I12065070";11-08-2012;1;5;723,00;4;740,00;578,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;578,40;161,60;21,84;578,40
"I12065079";14-07-2012;1;5;833,00;4;1060,00;833,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;833,00;227,00;21,42;833,00
"Z12065084";21-07-2012;1;6;1414,00;4;1355,00;1131,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1131,20;223,80;16,52;1131,20
"Z12065088";21-07-2012;1;4;683,00;4;612,00;546,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;546,40;65,60;10,72;546,40
"Z12065089";01-09-2012;1;6;274,00;2;290,00;232,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;232,90;57,10;19,69;232,90
"V12065091";14-07-2012;1;8;695,00;6;521,25;486,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;486,50;34,75;6,67;486,50
"I12065092";25-08-2012;1;7;1720,00;4;1640,00;1462,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1462,00;178,00;10,85;0,00
"Z12065093";04-08-2012;1;8;1400,00;5;1600,00;1105,00;145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1250,00;350,00;21,88;1250,00
"I12065095";21-07-2012;1;4;743,00;4;812,22;594,40;0,00;0,00;0,00;0,00;0,00;0,00;33,50;0,00;0,00;627,90;184,32;22,69;594,40
"I12065100";28-07-2012;1;4;1846,00;4;1860,00;1476,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1476,80;383,20;20,60;1476,80
"Z12065102";11-08-2012;1;6;1540,00;4;1560,00;1232,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1232,00;328,00;21,03;1232,00
"I12065104";28-07-2012;1;4;827,00;4;845,00;661,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;661,60;183,40;21,70;661,60
"I12065106";22-07-2012;1;3;608,00;2;738,58;608,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;608,00;130,58;17,68;608,00
"I12065108";28-07-2012;1;4;750,00;4;810,00;600,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;640,00;170,00;20,99;640,00
"Z12065118";04-08-2012;1;6;757,00;5;775,00;605,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;605,60;169,40;21,86;605,60
"Z12065119";14-07-2012;1;8;1183,00;5;1061,60;946,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;946,40;115,20;10,85;946,40
"V12065121";14-07-2012;1;12;1900,00;6;1425,00;1330,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1330,00;95,00;6,67;1330,00
