"Omschrijving";"Aankomst";"St.";"Cap.";"Bruto acc.";"Aant.";"Omzet";"Inkoop acc.";"Bijk.k.";"Skipas";"Huurmat.";"Skiles";"Catering";"Vervoer";"Verz.";"Korting";"Overig";"Inkoop tot.";"Marge";"Marge %";"Betaald"
"V12015147";21-07-2012;1;8;850,00;6;637,50;594,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;594,99;42,51;6,67;594,99
"V12015148";28-07-2012;1;10;1990,00;6;1492,50;1393,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1393,00;99,50;6,67;1393,00
"Z12015152";02-06-2012;1;6;1800,00;4;1820,00;1440,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1440,00;380,00;20,88;1440,00
"Z12015154";09-06-2012;1;4;539,00;2;625,79;388,08;0,00;0,00;0,00;0,00;0,00;0,00;46,71;0,00;0,00;434,79;191,00;30,52;388,08
"Z12015155";18-08-2012;1;9;3856,00;5;3485,00;3084,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3084,80;400,20;11,48;3084,80
"V12015158";07-07-2012;1;8;1700,00;7;1275,00;1190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1190,00;85,00;6,67;1190,00
"Z12015159";21-07-2012;1;4;399,00;3;490,00;379,05;99,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;478,80;11,20;2,29;478,80
"Z12015160";29-07-2012;1;8;1480,00;7;1728,55;1288,00;0,00;0,00;0,00;0,00;0,00;0,00;72,04;0,00;0,00;1360,04;368,51;21,32;1288,00
"Z12015161";26-08-2012;1;4;616,00;3;790,00;616,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;616,00;174,00;22,03;616,00
"V12015165";28-07-2012;1;12;1700,00;9;1275,00;1190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1190,00;85,00;6,67;1190,00
"Z12015169";21-07-2012;1;7;2508,00;4;2378,00;1881,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1881,00;497,00;20,90;1881,00
"Z12015174";30-06-2012;1;10;775,00;6;795,00;596,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;596,75;198,25;24,94;0,00
"Z12015175";21-07-2012;1;6;935,00;5;861,50;748,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;748,00;113,50;13,17;748,00
"I12015178";14-07-2012;1;6;912,00;5;930,00;729,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;729,60;200,40;21,55;729,60
"I12015179";28-07-2012;1;4;1540,00;4;1560,00;1232,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1232,00;328,00;21,03;1232,00
"Z12015180";21-07-2012;1;10;600,00;5;1292,35;462,00;0,00;0,00;0,00;0,00;0,00;0,00;54,11;0,00;0,00;516,11;776,24;60,06;462,00
"Z12015181";21-07-2012;1;10;600,00;6;1210,00;462,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;462,00;748,00;61,82;462,00
"I12015189";14-07-2012;1;5;1120,00;4;1200,00;1010,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1010,00;190,00;15,83;1010,00
"I12015190";11-08-2012;1;6;1631,00;5;1755,19;1304,80;0,00;0,00;0,00;0,00;0,00;0,00;73,16;0,00;0,00;1377,96;377,23;21,49;1304,80
"Z12015199";09-06-2012;1;4;245,00;2;288,84;196,00;0,00;0,00;0,00;0,00;0,00;0,00;14,42;0,00;0,00;210,42;78,42;27,15;196,00
"Z12015206";04-08-2012;1;6;1706,00;4;1550,00;1228,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1228,32;321,68;20,75;1228,32
"Z12015217";30-06-2012;1;10;700,00;8;720,00;539,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;539,00;181,00;25,14;539,00
"Z12015218";28-07-2012;1;8;0,00;7;618,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;618,50;100,00;0,00
"Z12015222";19-05-2012;1;10;400,00;8;420,00;308,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;308,00;112,00;26,67;308,00
"Z12015223";19-05-2012;1;12;600,00;12;600,00;462,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;462,00;138,00;23,00;462,00
"Z12015224";19-05-2012;1;12;600,00;12;600,00;462,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;462,00;138,00;23,00;462,00
"Z12015225";19-05-2012;1;18;800,00;16;800,00;616,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;616,00;184,00;23,00;616,00
"Z12015226";19-05-2012;1;18;800,00;16;800,00;616,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;616,00;184,00;23,00;616,00
"Z12015237";07-07-2012;1;6;1611,42;6;1667,00;1369,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1369,71;297,29;17,83;1369,71
"Z12015240";26-05-2012;1;8;1470,00;8;1343,00;1176,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1176,00;167,00;12,43;1176,00
"Z12015243";18-08-2012;1;12;529,00;4;545,00;338,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;338,56;206,44;37,88;338,56
"Z12015244";07-07-2012;1;6;643,00;4;660,00;514,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;514,40;145,60;22,06;514,40
"Z12015249";19-05-2012;1;10;400,00;8;400,00;308,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;308,00;92,00;23,00;308,00
"V12015251";28-07-2012;1;12;1900,00;7;1425,00;1330,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1330,00;95,00;6,67;1330,00
"I12015252";02-06-2012;1;4;480,00;2;533,11;360,00;0,00;0,00;0,00;0,00;0,00;0,00;27,94;0,00;0,00;387,94;145,17;27,23;360,00
"I12015253";09-06-2012;1;2;543,00;2;598,03;407,25;0,00;0,00;0,00;0,00;0,00;0,00;31,39;0,00;0,00;438,64;159,39;26,65;407,25
"Z12015256";02-06-2012;1;24;1975,00;24;2120,00;1580,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1580,00;540,00;25,47;1580,00
"V12015263";20-07-2012;1;18;2190,00;10;1642,50;1533,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1533,00;109,50;6,67;1533,00
"Z12015264";21-07-2012;1;6;2030,00;4;1847,00;1461,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1461,60;385,40;20,87;1461,60
"V12015266";14-07-2012;1;12;1700,00;6;1275,00;1190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1190,00;85,00;6,67;1190,00
"Z12015269";09-06-2012;1;4;480,00;2;500,00;360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;140,00;28,00;360,00
"Z12015279";07-07-2012;1;8;779,00;5;717,50;560,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;560,88;156,62;21,83;560,88
"V12015284";07-07-2012;1;4;1350,00;3;1012,50;945,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;945,00;67,50;6,67;945,00
"Z12015287";26-04-2012;1;6;0,00;4;245,00;0,00;180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;180,00;65,00;26,53;0,00
"Z12015288";15-09-2012;1;7;665,00;3;732,31;532,00;0,00;0,00;0,00;0,00;0,00;0,00;30,14;0,00;0,00;562,14;170,17;23,24;532,00
"V12015291";06-07-2012;1;6;1350,00;3;1012,50;945,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;945,00;67,50;6,67;945,00
"Z12025001";02-06-2012;1;8;720,00;2;910,99;612,00;0,00;0,00;0,00;0,00;0,00;0,00;47,50;0,00;0,00;659,50;251,49;27,61;612,00
"Z12025008";14-07-2012;1;4;679,00;4;754,10;488,88;0,00;0,00;0,00;0,00;0,00;0,00;39,16;0,00;0,00;528,04;226,06;29,98;488,88
"Z12025009";28-07-2012;1;6;663,60;4;1035,00;620,94;189,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;810,54;224,46;21,69;810,54
"Z12025017";21-07-2012;1;8;10800,00;6;9740,00;8640,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8690,00;1050,00;10,78;8690,00
"Z12025019";02-06-2012;1;12;810,00;10;898,75;688,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;688,50;210,25;23,39;688,50
"Z12025021";14-07-2012;1;4;827,00;4;916,40;661,60;0,00;0,00;0,00;0,00;0,00;0,00;47,79;0,00;0,00;709,39;207,01;22,59;661,60
"Z12025030";21-07-2012;1;6;2100,00;4;1910,00;1680,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1680,00;230,00;12,04;1680,00
"Z12025032";28-07-2012;1;4;1540,00;4;1560,00;1232,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1232,00;328,00;21,03;1232,00
"Z12025033";28-07-2012;1;4;1540,00;4;1560,00;1232,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1232,00;328,00;21,03;1232,00
"Z12025034";16-06-2012;1;4;525,00;3;490,00;378,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;378,00;112,00;22,86;378,00
"Z12025039";16-06-2012;1;12;600,00;8;560,00;462,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;462,00;98,00;17,50;462,00
"Z12025047";02-06-2012;1;24;2084,00;24;2124,25;1667,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1667,20;457,05;21,52;1667,20
"Z12025050";02-06-2012;1;4;289,00;4;330,00;231,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;231,20;98,80;29,94;231,20
"V12025064";28-04-2012;1;4;550,00;6;412,50;440,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;440,00;-27,50;-6,67;440,00
"I12025069";14-07-2012;1;6;2100,00;4;2120,00;1680,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1680,00;440,00;20,75;1680,00
"I12025072";04-08-2012;1;4;755,00;2;775,00;604,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;604,00;171,00;22,06;604,00
"Z12025073";28-07-2012;1;5;855,00;5;875,00;684,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;684,00;191,00;21,83;684,00
"Z12025075";21-07-2012;1;4;644,00;4;660,00;515,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;515,20;144,80;21,94;515,20
"I12025080";04-08-2012;1;6;2100,00;6;2120,00;1680,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1680,00;440,00;20,75;1680,00
"I12025081";18-08-2012;1;7;2639,00;6;2655,00;2111,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2111,20;543,80;20,48;2111,20
"Z12025084";28-04-2012;1;6;480,00;4;500,00;384,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;384,00;116,00;23,20;384,00
"Z12025086";04-06-2012;1;5;219,00;3;245,56;186,15;0,00;0,00;0,00;0,00;0,00;0,00;12,12;0,00;0,00;198,27;47,29;19,26;186,15
"Z12025089";14-07-2012;1;8;1495,00;4;1230,50;1196,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1196,00;34,50;2,80;1196,00
"Q12025090";18-08-2012;1;4;0,00;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"I12025093";21-07-2012;1;5;683,00;4;700,00;546,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;546,40;153,60;21,94;546,40
"Z12025094";07-07-2012;1;12;1258,00;8;1270,00;503,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;503,20;766,80;60,38;503,20
"Z12025095";28-07-2012;1;8;1260,00;4;1154,00;995,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;995,40;158,60;13,74;995,40
"Z12025096";28-04-2012;1;6;432,00;5;425,00;367,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;367,20;57,80;13,60;367,20
"Z12025097";18-08-2012;1;6;2790,00;4;2165,00;2232,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2232,00;-67,00;-3,09;2232,00
"Z12025099";01-09-2012;1;8;0,00;2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"Z12025101";18-08-2012;1;6;560,00;4;714,00;448,00;134,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;582,00;132,00;18,49;582,00
"Z12025102";01-07-2012;1;10;545,00;10;555,00;436,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;436,00;119,00;21,44;436,00
"Z12025103";01-07-2012;1;12;650,00;12;660,00;520,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;520,00;140,00;21,21;520,00
"I12025104";21-07-2012;1;6;959,00;4;975,00;767,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;767,20;207,80;21,31;767,20
"I12025108";11-08-2012;1;6;2100,00;6;2120,00;1680,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1680,00;440,00;20,75;1680,00
"Z12025110";21-07-2012;1;18;1095,00;17;1168,82;766,49;0,00;0,00;0,00;0,00;0,00;0,00;36,64;0,00;0,00;803,13;365,69;31,29;766,49
"I12025112";14-07-2012;1;7;970,00;2;990,00;824,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;824,50;165,50;16,72;824,50
"Z12025115";02-06-2012;1;6;382,00;3;415,00;305,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;305,60;109,40;26,36;305,60
"Z12025117";14-07-2012;1;4;770,00;4;790,00;616,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;616,00;174,00;22,03;616,00
"Z12025119";28-04-2012;1;8;1200,00;5;1160,00;1020,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1020,00;140,00;12,07;1020,00
"Z12025120";01-09-2012;1;4;313,00;2;337,54;266,05;0,00;0,00;0,00;0,00;0,00;0,00;17,01;0,00;0,00;283,06;54,48;16,14;266,05
"Z12025121";07-06-2012;1;3;430,00;2;407,00;344,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;344,00;63,00;15,48;344,00
"Z12025123";04-08-2012;1;8;910,00;6;930,00;728,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;728,00;202,00;21,72;728,00
"I12025125";01-09-2012;1;4;413,00;2;430,00;330,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;330,40;99,60;23,16;330,40
"Z12025127";14-06-2012;1;4;468,00;2;441,20;374,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;374,40;66,80;15,14;374,40
"I12025131";09-06-2012;1;4;2500,00;2;2520,00;2000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2000,00;520,00;20,63;2000,00
"I12025133";08-09-2012;1;2;930,00;2;1014,67;744,00;0,00;0,00;0,00;0,00;0,00;0,00;42,01;0,00;0,00;786,01;228,66;22,54;744,00
"Z12025135";02-06-2012;1;12;880,00;10;990,00;748,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;748,00;242,00;24,44;748,00
"V12025136";13-07-2012;1;8;2550,00;6;1912,50;1785,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1785,01;127,49;6,67;1785,01
"Z12025137";02-06-2012;1;12;880,00;12;1005,00;748,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;748,00;257,00;25,57;748,00
"Z12025140";21-07-2012;1;4;1170,00;5;1073,00;936,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;936,00;137,00;12,77;936,00
"Z12025142";21-07-2012;1;3;875,00;2;921,82;743,75;0,00;0,00;0,00;0,00;0,00;0,00;48,08;0,00;0,00;791,83;129,99;14,10;743,75
"I12025143";11-08-2012;1;5;893,00;5;910,00;714,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;714,40;195,60;21,49;714,40
"I12025144";18-08-2012;1;4;1500,00;5;1520,00;1200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1200,00;320,00;21,05;1200,00
"I12035001";14-07-2012;1;4;689,00;2;705,00;516,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;516,75;188,25;26,70;516,75
"V12035002";07-07-2012;1;12;0,00;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"Z12035003";28-07-2012;1;6;434,00;4;506,00;434,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;434,00;72,00;14,23;434,00
"Z12035004";04-08-2012;1;5;855,00;5;875,00;684,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;684,00;191,00;21,83;684,00
"Z12035006";02-06-2012;1;12;750,00;6;870,00;637,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;637,50;232,50;26,72;637,50
"Z12035007";02-06-2012;1;10;3284,00;3;2515,00;2622,74;-370,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2252,00;263,00;10,46;2252,00
"Z12035014";13-10-2012;1;8;1239,00;7;1019,00;991,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;991,20;27,80;2,73;991,20
"Z12035015";28-07-2012;1;6;952,00;4;970,00;761,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;761,60;208,40;21,48;761,60
"Z12035016";14-07-2012;1;6;1050,00;5;1070,00;840,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;840,00;230,00;21,50;840,00
"Z12035019";19-05-2012;1;2;315,00;2;355,00;252,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;272,00;83,00;23,38;272,00
"I12035020";18-06-2012;1;2;420,00;2;524,00;336,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;336,00;188,00;35,88;336,00
"Z12035021";02-06-2012;1;12;1150,00;3;1295,00;977,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;977,50;317,50;24,52;977,50
"Z12035022";07-07-2012;1;4;714,00;4;730,00;571,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;571,20;158,80;21,75;571,20
"Z12035024";05-05-2012;1;3;462,00;2;439,30;314,16;0,00;0,00;0,00;0,00;0,00;0,00;17,81;0,00;0,00;331,97;107,33;24,43;314,16
"Z12035026";07-07-2012;1;10;6500,00;7;5865,00;4681,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4681,44;1183,56;20,18;4681,44
"V12035027";04-08-2012;1;12;1900,00;7;1425,00;1330,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1330,00;95,00;6,67;1330,00
"V12035028";11-08-2012;1;6;675,00;4;506,25;472,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;472,50;33,75;6,67;472,50
"I12035029";28-04-2012;1;6;525,00;4;545,00;420,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;125,00;22,94;420,00
"V12035031";14-07-2012;1;12;1900,00;7;1425,00;1330,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1330,00;95,00;6,67;1330,00
"I12035033";14-07-2012;1;4;1425,00;4;1445,00;1140,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1140,00;305,00;21,11;1140,00
"Z12035035";30-06-2012;1;6;1770,00;4;1790,00;1416,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1416,00;374,00;20,89;1416,00
"V12035037";11-08-2012;1;4;675,00;4;695,00;472,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;472,50;222,50;32,01;472,50
"Z12035038";14-07-2012;1;8;1449,00;4;1190,00;1159,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1159,20;30,80;2,59;1159,20
"I12035039";21-07-2012;1;3;1126,00;2;1217,11;900,80;0,00;0,00;0,00;0,00;0,00;0,00;50,53;0,00;0,00;951,33;265,78;21,84;900,80
"Z12035040";14-07-2012;1;10;8609,00;8;7041,00;6887,20;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6931,20;109,80;1,56;6931,20
"I12035041";07-07-2012;1;5;723,00;4;740,00;578,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;578,40;161,60;21,84;578,40
"Z12035043";17-05-2012;1;2;486,00;2;587,00;388,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;388,80;198,20;33,76;388,80
"Z12035045";17-06-2012;1;4;275,00;2;295,00;220,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;220,00;75,00;25,42;220,00
"I12035047";28-07-2012;1;2;600,00;2;620,00;480,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;480,00;140,00;22,58;480,00
"Z12035049";14-07-2012;1;6;1310,00;4;1195,00;1048,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1048,00;147,00;12,30;1048,00
"I12035050";21-07-2012;1;6;900,00;4;920,00;720,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;720,00;200,00;21,74;720,00
"Z12035052";28-07-2012;1;8;0,00;7;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"Z12035053";21-07-2012;1;4;2266,00;4;2054,00;1812,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1812,80;241,20;11,74;1812,80
"Z12035054";21-07-2012;1;4;826,00;4;845,00;660,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;660,80;184,20;21,80;660,80
"Z12035055";11-08-2012;1;7;2400,00;6;2180,00;1920,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1920,00;260,00;11,93;1920,00
"Z12035056";21-07-2012;1;8;2470,00;6;2522,35;2099,50;0,00;0,00;0,00;0,00;0,00;0,00;105,43;0,00;0,00;2204,93;317,42;12,58;2099,50
"Z12035057";08-07-2012;1;12;600,00;9;672,95;462,00;0,00;0,00;0,00;0,00;0,00;0,00;34,84;0,00;0,00;496,84;176,11;26,17;462,00
"I12035058";04-08-2012;1;4;850,00;4;870,00;680,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;680,00;190,00;21,84;680,00
"Z12035062";01-09-2012;1;8;2270,00;8;2410,00;2062,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2062,00;348,00;14,44;2062,00
"V12035063";28-07-2012;1;12;950,00;10;712,50;665,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;665,01;47,49;6,67;665,01
"Z12035064";07-07-2012;1;5;2822,00;4;2868,64;2398,70;0,00;0,00;0,00;0,00;0,00;0,00;120,00;0,00;0,00;2518,70;349,94;12,20;2398,70
"I12035065";21-07-2012;1;5;1650,00;4;1670,00;1320,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1320,00;350,00;20,96;1320,00
"Z12035066";21-07-2012;1;5;1050,00;5;1070,00;840,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;840,00;230,00;21,50;840,00
"V12035067";04-08-2012;1;8;1500,00;5;1125,00;1050,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1050,00;75,00;6,67;1050,00
"I12035068";28-07-2012;1;4;1800,00;4;1820,00;1440,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1440,00;380,00;20,88;1440,00
"I12035069";28-07-2012;1;4;1530,00;4;1550,00;1224,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1224,00;326,00;21,03;1224,00
"Z12035070";04-08-2012;1;4;668,00;2;685,00;534,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;534,40;150,60;21,99;534,40
"Z12035071";04-08-2012;1;2;594,00;2;610,00;475,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;475,20;134,80;22,10;475,20
"I12035072";01-09-2012;1;4;450,00;2;470,00;360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;110,00;23,40;360,00
"Z12035073";21-07-2012;1;10;1050,00;5;1387,59;840,00;230,00;0,00;0,00;0,00;0,00;0,00;57,70;0,00;0,00;1127,70;259,89;18,73;1070,00
"I12035074";07-07-2012;1;8;2410,00;5;2356,80;2153,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2153,00;203,80;8,65;2153,00
"Z12035077";08-07-2012;1;10;1000,00;4;1020,00;770,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;770,00;250,00;24,51;770,00
"I12035078";21-07-2012;1;5;759,00;5;775,00;607,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;607,20;167,80;21,65;607,20
"V12035079";27-07-2012;1;12;1500,00;6;1125,00;1050,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1050,00;75,00;6,67;1050,00
"I12035080";28-07-2012;1;2;660,00;2;680,00;528,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;528,00;152,00;22,35;528,00
"Z12035081";21-07-2012;1;6;700,00;4;854,00;560,00;134,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;694,00;160,00;18,74;694,00
"I12035082";07-07-2012;1;11;2490,00;11;2820,69;2228,00;0,00;0,00;0,00;0,00;0,00;0,00;117,98;0,00;0,00;2345,98;474,71;16,83;2228,00
"Z12035086";23-06-2012;1;6;830,00;5;880,00;730,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;730,50;149,50;16,99;730,50
"Z12035087";08-09-2012;1;4;371,00;2;480,00;371,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;371,00;109,00;22,71;371,00
"Z12035093";04-08-2012;1;8;1800,00;4;1404,00;1404,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1404,00;0,00;0,00;1404,00
"Z12035094";14-07-2012;1;4;1800,00;4;1820,00;1440,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1440,00;380,00;20,88;1440,00
